page,text
411,"<html>
<body>

<p>348</p>

<p><i>quity, that thou hast transgressed against Jehovah thy God.</i> Ezek. xxxvi. 31. <i>then shall ye remember your own evil ways, and your doings that were not good, and shall loathe yourselves in your own sight for your iniquities.</i> v. 32. <i>be ashamed and confounded for your own ways.</i> xliii. 10. <i>that they may be ashamed of their iniquities.</i> Rom. vi. 21. <i>those things whereof ye are now ashamed.</i> 2 Cor. vii. 10. <i>godly sorrow worketh repentance to salvation not to be repented of.</i> v. 11. <i>for behold this self-same thing, that ye sorrowed after a godly sort, what carefulness it wrought in you, yea, what clearing of yourselves, yea, what indignation, yea, what fear, yea, what vehement desire, yea, what zeal, yea, what revenge.</i></p>

<p>Through a Sense of the Divine Mercy. Deut. iv. 29—31. <i>but if from thence thou shalt seek Jehovah thy God……with all thy heart.</i> 2 Chron. xxx. 9. <i>for Jehovah your God is gracious and merciful, and will not turn away his face from you, if ye return unto him.</i> Psal. li. 17. <i>the sacrifices of God are a broken spirit; a broken and a contrite heart, O God, thou wilt not despise.</i> cxxx. 4. <i>there is forgiveness with thee, that thou mayest be feared.</i> Isai. xix. 22. <i>they shall return even to Jehovah, and he shall be intreated of them, and shall heal them.</i> lv. 7. <i>let the wicked forsake his way, and the unrighteous man his thoughts, and let him return unto Jehovah, and he will have mercy upon him.</i> lxvi. 2. <i>to this man will I look, even to him that is poor and of a contrite spirit, and trembleth at my word.</i> Jer. iii. 12. <i>return……for I am merciful.</i> Dan. ix. 4, 5. <i>I made my confession, and said, O Lord, the great and dreadful God—.</i> Hos. xi. 8. <i>how shall I give thee up, O Ephraim?……mine heart is turned within me, my repentings are kindled together.</i> Jonah iv. 10, 11. <i>thou hast had pity for the gourd, for the which thou hast not laboured……and should not I spare Nineveh?</i> James iv. 9. <i>be afflicted, and mourn, and weep, let your laughter be turned to mourning, and your joy to heaviness; humble yourselves in the sight of the Lord, and he shall lift you up.</i> Prov. xxviii. 13. <i>he that covereth his sins shall not prosper; but whoso confesseth and forsaketh them shall have mercy.</i></p>

</body>
</html>"
412,"<h1>349</h1>

<p>&nbsp;&nbsp;&nbsp;&nbsp;H<small>UMBLY TURNING TO</small> G<small>OD</small>. 1 Kings viii. 48. <i>and so return unto thee with all their heart and with all their soul.</i> Jer. iv. 4. <i>circumcise yourselves to Jehovah, and take away the foreskins of your heart.</i> Hos. v. 15. <i>I will go and return to my place, till they acknowledge their offence, and seek my face.</i> Acts iii. 19. <i>repent ye therefore, and be converted, that your sins may be blotted out.</i></p>

<p>&nbsp;&nbsp;&nbsp;&nbsp;D<small>ETESTS AND AVOIDS SIN, STRIVING TO FOLLOW RIGHTEOUSNESS.</small> Psal. xxxiv. 14. <i>depart from evil, and do good.</i> Isai. i. 16, 17. <i>wash you, make you clean; put away the evil of your doings from before mine eyes; cease to do evil, learn to do good.</i> Amos v. 14, 15. <i>hate the evil, and love the good.</i> Matt. iii. 8. <i>bring forth therefore fruits meet for repentance.</i> Acts xxvi. 18. <i>to turn them from darkness to light, and from the power of Satan unto God.</i> v. 20. <i>that they should repent, and turn to God, and do works meet for repentance.</i></p>

<p>&nbsp;&nbsp;&nbsp;&nbsp;By a comparison of these and similar texts, we may distinguish certain progressive steps in repentance; namely, conviction of sin, contrition, confession, departure from evil, conversion to good: all which, however, belong likewise in their respective degrees to the repentance of the unregenerate.</p>

<p>&nbsp;&nbsp;&nbsp;&nbsp;Confession of sin is made sometimes to God: 2 Sam. xxiv. 10. <i>David said unto Jehovah, I have sinned greatly in that I have done.</i> Psal. xxxii. 5. <i>I acknowledged my sin unto thee,</i> &c. 2 Chron. xxx. 22. <i>making confession to Jehovah, God of their fathers.</i> Isai. lxiv. 6. <i>we are all as an unclean thing, and all our righteousnesses are as filthy rags.</i> Dan. ix. 4. <i>I made my confession, and said—.</i> Sometimes to men: and that either privately, as James v. 16. <i>confess your faults one to another;</i> or publicly, Neh. ix. 2. <i>the seed of Israel stood and confessed their sins.</i> Matt. iii. 6. <i>they were baptized of him in Jordan, confessing their sins.</i> Acts xix. 18. <i>many that believed came and confessed, showing their deeds.</i> Sometimes both to God and men: Josh. vii. 19. <i>give, I pray thee, glory to Jehovah God of Israel, and make confession unto him, and tell me now what thou hast done, hide it not from</i></p>"
413,"<p>350</p>

<p><i>me.</i> Confession of faith, which is another kind, does not belong to the present subject.</p>

<p>Repentance is either general, which is also called conversion, when a man is converted from a state of sin to a state of grace; or particular, when one who is already converted repents of some individual sin. General repentance is either primary or continued; from which latter even the regenerate are not exempt, through their sense of in-dwelling sin. Particular repentance is exemplified in the cases of David and Peter.</p>

<p>Repentance, in regenerate man, is prior to faith. Mark i. 15. <i>repent ye, and believe the gospel.</i> Acts xix. 4. <i>John verily baptized with the baptism of repentance, saying unto the people, that they should believe.</i> xx. 21. <i>testifying repentance toward God, and faith toward our Lord Jesus Christ.</i> Therefore that sense of the divine mercy, which leads to repentance, ought not to be confounded with faith, as it is by the greater number of divines.</p>

<p>Chastisement is often the instrumental cause of repentance. Job v. 17, &amp;c. <i>behold, happy is the man whom God correcteth; therefore despise not thou the chastening of the Almighty.</i> Psal. xciv. 12. <i>blessed is the man whom thou chastenest, O Jah.</i> cxix. 71. <i>it is good for me that I have been afflicted, that I might learn thy statutes.</i> Prov. i. 23. <i>turn you at my reproof.</i> iii. 11, 12. <i>my son, despise not the chastening of Jehovah, neither be weary of his correction; for whom Jehovah loveth he correcteth, even as a father the son in whom he delighteth.</i> Isai. i. 25. <i>I will turn my hand upon thee, and purely purge away thy dross, and take away all thy tin.</i> xlviii. 10. <i>behold, I have refined thee, but not with silver; I have chosen thee in the furnace of affliction.</i> Jer. x. 24. <i>O Jehovah, correct me, but with judgement; not in thine anger, lest thou bring me to nothing.</i> Lam. iii. 27, 28. <i>it is good for a man that he bear the yoke in his youth.</i> Dan. xi. 35. <i>some of them of understanding shall fall, to try them, and to purge, and to make them white.</i> Hos. v. 15.</p>"
414,"<h1>351</h1>

<p><i>in their affliction they will seek me early.</i> 1 Cor. xi. 32. <i>when we are judged, we are chastened of the Lord, that we should not be condemned with the world.</i> Heb. xii. 7, 8. <i>if ye endure chastening, God dealeth with you as with sons; for what son is he whom the father chasteneth not? but if ye be without chastisement, whereof all are partakers, then are ye bastards, and not sons.</i> Psal. xc. 3. <i>thou turnest man to destruction; and sayest, Return, ye children of men.</i> God however assigns a limit to chastisement, lest we should be overwhelmed, and supplies strength for our support even under those inflictions which (as is sometimes the case) appear to us too heavy to be borne. Psal. cxxv. 3. <i>the rod of the wicked shall not rest upon the lot of the righteous, lest the righteous put forth their hands unto iniquity.</i> Isai. lvii. 16. <i>I will not contend for ever, neither will I be always wroth, for the spirit should fail before me,</i> &c. 2 Cor. i. 8—10. <i>we would not have you ignorant……that we were pressed out of measure, above strength,</i> &c.<i>…….that we should not trust in ourselves, but in God which raiseth the dead: who delivered us from so great a death—.</i> He even seems to repent of what he had done, and through his abounding mercy, as though he had in his wrath inflicted double punishment for our transgressions, compensates for our affliction with a double measure of consolation. Isai. xl. 2. <i>speak ye comfortably to Jerusalem, and cry unto her, that her warfare is accomplished, that her iniquity is pardoned; for she hath received of the hand of Jehovah double for all her sins.</i> lxi. 7. <i>for your shame ye shall have double, and for confusion they shall rejoice in their portion; therefore in their land they shall possess the double; everlasting joy shall be unto them.</i> This compensation is more than an hundred-fold, Matt. xix. 29. even an infinite weight of glory. 2 Cor. iv. 17. <i>for our light affliction, which is but for a moment, worketh for us a far more exceeding and eternal weight of glory.</i> Rom. viii. 18. <i>I reckon that the sufferings of this present time are not worthy to be compared with the glory which shall be revealed in us.</i> Psal. xxxiv. 18, 19. <i>Jehovah is nigh unto them that are of a broken heart, and saveth such as be of a contrite spirit: many are the afflictions of the righteous, but Jehovah delivereth him out of them all.</i> lxxi. 20. <i>thou which hast showed me great and sore troubles, shalt quicken me again.</i> cxxvi. 5.</p>"
415,"<p>352</p>

<p><i>they that sow in tears shall reap in joy.</i> Acts xiv. 22. <i>we must through much tribulation enter into the kingdom of God.</i></p>

<p>We ought not therefore to form rash judgements respecting the afflictions of others. This was the error of Eliphaz, Job iv. and ix. 22, 23. and of the most despicable of men, chap. xxx. Psal. iii. 2. <i>many there be which say of my soul, There is no help for him in God.</i> xli. 8. <i>an evil disease, say they, cleaveth fast unto him.</i> John ix. 3. <i>neither hath this man sinned.</i></p>

<p>On the contrary, it is said of those who are not chastened, Psal. xvii. 14. <i>they have their portion in this life.</i> Hos. iv. 17. <i>Ephraim is joined to idols; let him alone.</i></p>

<p>Hence arises consolation to the afflicted. 2 Cor. i. 4. <i>who comforteth us in all our tribulation, that we may be able to comfort them that are in any trouble by the comfort wherewith we ourselves are comforted of God.</i> 1 Thess. iii. 3. <i>that no man should be moved by these afflictions; for yourselves know that we are appointed thereunto.</i> 2 Tim. ii. 3. <i>thou therefore endure hardness, as a good soldier of Jesus Christ.</i> Rev. ii. 9. <i>I know thy works and tribulation.</i></p>"
416,"<!DOCTYPE html>
<html>
<body>

<h2>CHAP. XX.</h2>

<h3>Of</h3>

<h3>Saving Faith.</h3>

<p><strong>T</strong>he other effect of regeneration is <strong>saving faith</strong>.</p>

<p><strong>Saving faith is a full persuasion operated in us through the gift of God, whereby we believe, on the sole authority of the promise itself, that all things are ours whatsoever he has promised us in Christ, and especially the grace of eternal life.</strong></p>

<p><strong>Through the gift of God.</strong> Eph. ii. 8. <em>by grace are ye saved through faith, and that not of yourselves; it is the gift of God.</em> Philipp. i. 29. <em>unto you it is given in the behalf of Christ, not only to believe on him, but also to suffer for his sake;</em> given, that is, by the Father, through the Son and the Spirit. Matt. xi. 25. <em>at that time Jesus answered and said, I thank thee, O Father......because thou hast hid these things from the wise and prudent, and hast revealed them unto babes.</em> xvi. 16, 17. <em>thou art Christ......flesh and blood hath not revealed it unto thee, but my Father which is in heaven.</em> Luke xxii. 32. <em>I have prayed for thee, that thy faith fail not.</em> John vi. 44, 45. <em>no man can come to me, except the Father which hath sent me draw him......every man therefore that hath heard, and hath learned of the Father, cometh unto me.</em> 2 Thess. i. 11. <em>that our God would count you worthy of this calling, and fulfil all the good pleasure of his goodness, and the work of faith with power.</em> Heb. xii. 2. <em>looking unto Jesus, the author and finisher of our faith.</em> 1 Cor. xii. 3. <em>no man can say that</em></p>

</body>
</html>"
417,"<html>

<p>354</p>

<p><i>Jesus is the Lord, but by the Holy Ghost.</i> 2 Cor. iv. 13. <i>we having the same spirit of faith.</i> Gal. v. 22. <i>the fruit of the Spirit is faith.</i></p>

<p>A <span style=""font-variant: small-caps"">full persuasion</span>. Jer. xxxi. 34. <i>they shall all know me, from the least of them unto the greatest of them, saith Jehovah: for I will forgive their iniquity, and I will remember their sin no more.</i> John xvii. 3. <i>this is life eternal, that they might know thee the only true God, and Jesus Christ, whom thou hast sent.</i> Rom. iv. 18—21. <i>who against hope believed in hope......and being fully persuaded, that what he had promised, he was able also to perform.</i> viii. 38. <i>I am persuaded that neither death—.</i> 1 Thess. i. 5. <i>our gospel came not unto you in word only, but also in power, and in the Holy Ghost, and in much assurance.</i> 2 Tim. i. 12. <i>I know in whom I have believed, and am persuaded that he is able to keep that which I have committed to him.</i> Heb. x. 22. <i>let us draw near with a true heart in full assurance of faith.</i> James i. 6. <i>let him ask in faith, nothing wavering.</i> Heb. xi. 1. <i>faith is the substance of things hoped for, the evidence of things not seen;</i> where by <i>substance</i> is understood as certain a persuasion of things hoped for, as if they were not only existing, but actually present. John viii. 56. <i>your father Abraham rejoiced to see my day, and he saw it.</i> Hence implicit faith, which sees not the objects of hope, but yields belief with a blind assent, cannot possibly be genuine faith, except in the case of novices or first converts, whose faith must necessarily be for a time implicit, inasmuch as they believe even before they have entered upon a course of instruction. Such was that of the Samaritans, John iv. 41. of the nobleman and his family, v. 53. of Rahab, Heb. xi. 31. and of the disciples, who believed in Christ long before they were accurately acquainted with many of the articles of faith. Those also belong to this class, who are slow of understanding and inapt to learn, but who nevertheless, believing according to the measure of their knowledge, and striving to live by faith, are acceptable to God. Isai. xlii. 3. <i>a bruised reed shall he not break, and the smoking flax shall he not quench.</i> Mark ix. 24. <i>Lord, I believe, help thou mine unbelief.</i> Faith is also called <i>πεποίθεσις, or trust,</i> with the same meaning. 2 Cor. iii. 4.</p>

</html>"
418,"<html>

<p>355</p>

<p><i>such trust have we through Christ to God-ward.</i> Eph. iii. 11, 12. <i>in Christ Jesus our Lord, in whom we have boldness and access with confidence by the faith of him;</i> where however <i>trust</i> or <i>confidence</i> seems rather to be a particular effect or degree of faith, or a firm hope, than faith itself, inasmuch as it is said to come <i>by faith:</i> or perhaps by <i>faith</i> in this passage we are to understand the doctrine on which this confidence is founded. John xvi. 33. <i>be of good cheer</i> (confidite), <i>I have overcome the world.</i> Hence <i>to trust</i> and <i>to believe</i> are indiscriminately used in the same sense, both in the Old and New Testament. Psal. lxxviii. 22. <i>because they believed not in God, and trusted not in his salvation.</i> Isai. x. 20. <i>it shall stay upon Jehovah, the Holy One of Israel, in truth</i> (fide). Psal. xxxvii. 5. <i>commit thy way unto Jehovah, trust also in him.</i> Jer. xvii. 7. <i>blessed is the man that trusteth in Jehovah, and whose hope Jehovah is.</i> Matt. ix. 2. <i>Son, be of good cheer</i> (confide); <i>thy sins be forgiven thee.</i> As to the three divisions into which faith is commonly distinguished by divines, knowledge of the word, assent, and persuasion or trust, the two former equally belong to temporary, and even to historical faith, and both are comprehended in, or, more properly, precede a full persuasion.</p>

<p>On <span style=""font-variant: small-caps"">the sole authority of his promise.</span> John xx. 29. <i>blessed are they that have not seen, and yet have believed.</i> Rom. iv. 18. <i>who against hope believed in hope.</i> v. 21. <i>being fully persuaded, that what he had promised, he was able also to perform.</i> 1 Cor. ii. 4, 5. <i>my speech and my preaching was not with enticing words of man's wisdom, but in demonstration of the Spirit and of power; that your faith should not stand in the wisdom of men, but in the power of God.</i> 2 Cor. iv. 18. <i>while we look not at the things which are seen, but at the things which are not seen.</i> v. 7. <i>we walk by faith, not by sight.</i> 1 Thess. ii. 13. <i>when ye received the word of God which ye heard of us, ye received it not as the word of men, but as it is in truth, the word of God.</i> Heb. xi. 7. <i>by faith Noah, being warned of God of things not seen as yet.</i> v. 19. <i>accounting that God was able to raise him up.</i> 1 Pet. i. 8. <i>whom having not seen, ye love; in whom though now ye see him not, yet believing, ye</i></p>

</html>"
419,"<h1>356</h1>

<p><i>rejoice.</i> Tit. i. 2. <b><i>which God, that cannot lie, promised.</i></b> Herein is manifested the excellence of faith, inasmuch as it gives to God the highest glory of righteousness and truth. John iii. 33. <b><i>he that hath received his testimony, hath set to his seal that God is true.</i></b> Rom. iv. 20. <b><i>he was strong in faith, giving glory to God.</i></b> Eph. i. 12. <b><i>that we should be to the praise of his glory, who first trusted in Christ.</i></b> 2 Thess. i. 10. <b><i>when he shall come to be admired in all them that believe.</i></b> Heb. xi. 6. <b><i>without faith it is impossible to please him; for he that cometh to God must believe that he is, and that he is a rewarder of them that diligently seek him.</i></b> v. 11. <b><i>because she judged him faithful who had promised.</i></b> 2 Pet. i. 1. <b><i>to them that have obtained like precious faith with us, through the righteousness of God, and our Saviour Jesus Christ.</i></b> Hence the title of <i>faithful</i> is frequently applied to God by believers. 1 Cor. i. 9. x. 13. 2 Tim. ii. 13. <b><i>he abideth faithful.</i></b> 1 John i. 9. <b><i>he is faithful and just to forgive us our sins.</i></b></p>

<p>Whatsoever he has promised. Acts xxiv. 14. <b><i>believing all things which are written in the law and in the prophets.</i></b> Rom. iv. 3. <b><i>Abraham believed God.</i></b> v. 16. <b><i>therefore it is of faith ……to the end the promise might be sure.</i></b> 1 John v. 14. <b><i>this is the confidence that we have in him, that if we ask anything according to his will, he heareth us.</i></b></p>

<p>Ours; that is, ours who believe. John i. 12. <b><i>as many as received him, to them gave he power to become the sons of God, even to them that believe in his name.</i></b> xvii. 20. <b><i>neither pray I for these alone, but for them also that shall believe on me through their word.</i></b> 1 Cor. iii. 22, 23. <b><i>all are your's, and ye are Christ's, and Christ is God's.</i></b> Gal. ii. 20. <b><i>the life which I now live in the flesh, I live by the faith of the Son of God, who loved me, and gave himself for me.</i></b></p>

<p>In Christ. John vi. 29. <b><i>this is the work of God, that ye believe on him whom he hath sent.</i></b> xiv. 1. <b><i>ye believe in God; believe also in me.</i></b> 1 John iii. 23. <b><i>this is his commandment, that we should believe on the name of his Son Jesus Christ.</i></b> Rom. x. 9. <b><i>if thou shalt confess with thy</i></b></p>"
420,"<p align=""center"">357</p>

<p><i>mouth the Lord Jesus, and shalt believe in thine heart that God hath raised him from the dead, thou shalt be saved.</i> 2 Cor. iii. 4. <i>such trust have we through Christ to God-ward.</i> Gal. iii. 22. <i>that the promise by faith of Jesus Christ might be given to them that believe.</i> v. 26. <i>by faith in Jesus Christ.</i> 1 Pet. i. 21. <i>who by him do believe in God......</i> <i>that your faith and hope might be in God.</i> Heb. vii. 25. <i>wherefore he is able to save them to the uttermost that come unto God by him.</i> John xii. 44. <i>he that believeth on me, believeth not on me, but on him that sent me.</i> Hence, as was shown in the fifth chapter, the ultimate object of faith is not Christ the Mediator, but God the Father; a truth, which the weight of scripture evidence has compelled divines to acknowledge. For the same reason it ought not to appear wonderful if many, both Jews and others, who lived before Christ, and many also who have lived since his time, but to whom he has never been revealed, should be saved by faith in God alone; still however through the sole merits of Christ, inasmuch as he was given and slain from the beginning of the world, even for those to whom he was not known, provided they believed in God the Father. Hence honourable testimony is borne to the faith of the illustrious patriarchs who lived under the law, Abel, Enoch, Noah, &c. though it is expressly stated that they believed only in God, Heb. xi.</p>

<p><b>Especially the grace of eternal life.</b> Mark i. 15. <i>repent ye, and believe the gospel.</i> John iii. 15. <i>that whosoever believeth in him should not perish, but have eternal life.</i> v. 18. <i>he that believeth on him is not condemned, but he that believeth not is condemned already.</i> These passages are to be understood of those to whom Christ has been revealed; for to believe in one of whom we have never heard, is evidently impossible. Rom. x. 14. So also John vi. 47. <i>he that believeth on me hath everlasting life.</i> 2 Thess. ii. 13. <i>because God hath from the beginning chosen you to salvation through sanctification of the spirit and belief of the truth.</i> Heb. x. 39. <i>of them that believe to the saving of the soul.</i> 1 Pet. i. 9. <i>receiving the end of your faith, even the sal-</i></p>"
421,"<p>358</p>

<p><i>vation of your souls.</i> 1 John v. 13. <b><i>these things have I written unto you that believe on the name of the Son of God, that ye may know that ye have eternal life.</i></b></p>

<p>Seeing, however, that faith necessarily includes a receiving of God, and coming to him, John i. 12. <b><i>as many as received him, to them gave he power to become the sons of God, even to them that believe on his name;</i></b> vi. 35. <b><i>he that cometh to me shall never hunger, and he that believeth in me shall never thirst;</i></b> Eph. ii. 18. <b><i>through him we both have access by one Spirit unto the Father;</i></b> iii. 12. <b><i>in whom we have boldness and access with confidence by the faith of him;</i></b> Heb. vii. 25. <b><i>he is able to save them to the uttermost that come unto God by him;</i></b> x. 22. <b><i>let us draw near with a true heart in full assurance of faith;</i></b> seeing also that we must have a right knowledge of God before we can receive him or come to him, for <b><i>he that cometh to God, must believe that he is, and that he is a rewarder of them that diligently seek him,</i></b> xi. 6. it follows, that the source from which faith originally springs, and whence it proceeds onward in its progress to good, is a genuine, though possibly in the first instance imperfect, knowledge of God; so that, properly speaking, the seat of faith is not in the understanding, but in the will.</p>

<p>From faith arises hope, that is, a most assured expectation through faith of those future things which are already ours in Christ. Rom. iv. 18, 19. <i>who against hope believed in hope,</i> &c. viii. 24, 25. <i>we are saved by hope; but hope that is seen is not hope, for what a man seeth, why doth he yet hope for? but if we hope for that we see not, then do we with patience wait for it.</i> xv. 13. <i>now the God of hope fill you with all joy and peace in believing, that ye may abound in hope, through the power of the Holy Ghost.</i> Gal. v. 5. <i>for we through the Spirit wait for the hope of righteousness by faith.</i> Heb. x. 23. <i>let us hold fast the possession of our faith without wavering.</i> 1 Pet. i. 3. <i>who hath begotten us again unto a lively hope by the resurrection.</i> v. 13. <i>hope to the end for the grace that is to be brought unto you at the</i></p>"
422,"<html>
<p>359</p>

<p><i>revelation of Jesus Christ.</i> v. 21. <i>that your faith and hope might be in God.</i> Heb. vi. 11. <i>we desire that every one of you do show the same diligence to the full assurance of hope unto the end.</i> Hope differs from faith, as the effect from the cause; it differs from it likewise in its object: for the object of faith is the promise; that of hope, the thing promised.</p>
</html>"
423,"<h2>CHAP. XXI.</h2>

<h3>Of being planted in Christ,</h3>

<h3>and its effects.</h3>

<p><strong>R</strong><small>EGENERATION AND ITS EFFECTS</small>, repentance and faith, have been considered. Next follows <small>PLANTING IN CHRIST</small>.</p>

<p>Believers are said <small>TO BE PLANTED IN CHRIST</small>, when they are graffed in Christ by God the Father, that is, are made partakers of Christ, and meet for becoming one with him. Matt. xv. 13. <i>every plant, which my heavenly Father hath not planted, shall be rooted up.</i> John xv. 1, 2. <i>I am the true vine, and my Father is the husbandman: every branch in me that beareth not fruit, he taketh away.</i> 1 Cor. i. 30. <i>of him are ye in Christ Jesus, who of God is made unto us wisdom, and righteousness, and sanctification, and redemption.</i> iii. 22, 23. <i>all are your's, and ye are Christ's, and Christ is God's.</i> Eph. i. 3. <i>who hath blessed us with all spiritual blessings in heavenly places in Christ.</i> Heb. iii. 14. <i>we are made partakers of Christ.</i></p>

<p>Of this implanting, combined with regeneration, the effects are <small>NEW-NESS OF LIFE</small> and <small>INCREASE</small>. For the new spiritual life and its increase bear the same relation to the restoration of man, which spiritual death and its progress (as described above, on the punishment of sin) bear to his fall.</p>

<p><small>NEWNESS OF LIFE</small> is that by which we are said to live unto God. 2 Cor. iv. 10. <i>that the life also of Jesus might be made manifest in our body.</i> Rom. vi. 11. <i>likewise reckon ye also yourselves to be dead indeed unto sin, but alive unto God through Jesus Christ our Lord.</i> v. 4. <i>even so we also should walk in newness of life.</i> viii. 13. <i>if ye through the Spirit</i></p>"
424,"<html>

<p>361</p>

<p><i>do mortify the deeds of the body, ye shall live.</i> Gal. ii. 19. <i>that I might live unto God.</i> v. 20. <i>Christ liveth in me.</i> Col. iii. 3. <i>your life is hid with Christ in God.</i> 1 Pet. iv. 6. <i>that they might live according to God,</i> that is, <i>in the Spirit.</i></p>

<p>This is also called self-denial. Luke ix. 23. <i>if any man will come after me, let him deny himself, and take up his cross daily, and follow me.</i></p>

<p>The primary functions of the new life are comprehension of spiritual things, and love or holiness. And as the power of exercising these functions was weakened and in a manner destroyed by the spiritual death, so is the understanding restored in great part to its primitive clearness, and the will to its primitive liberty, by the new spiritual life in Christ.</p>

<p>The comprehension of spiritual things is a habit or condition of mind produced by God, whereby the natural ignorance of those who believe and are planted in Christ is removed, and their understandings enlightened for the perception of heavenly things, so that, by the teaching of God, they know all that is necessary for eternal salvation and the true happiness of life.</p>

<p>By the teaching of God. Jer. xxxi. 33, 34. <i>I will put my law in their inward parts, and write it in their hearts; and will be their God, and they shall be my people: and they shall teach no more every man his neighbour, and every man his brother, saying, Know Jehovah: for they shall all know me, from the least of them unto the greatest of them, saith Jehovah: for I will forgive their iniquity, and I will remember their sin no more.</i> Isai. liv. 13. <i>all thy children shall be taught of God,</i> namely, of God the Father, for so Christ explains it, John vi. 45. <i>it is written in the prophets, And they shall be all taught of God: every man therefore that hath heard, and hath learned of the Father, cometh unto me.</i> Matt. xvi. 17. <i>flesh and blood hath not revealed it unto thee, but my Father</i></p>

<p>3 A</p>

</html>"
425,"<h1>362</h1>

<p><i>which is in heaven.</i> 1 Thess. iv. 9. <i>as touching brotherly love ye need not that I write unto you; for ye yourselves are taught of God to love one another.</i></p>

<p>By the Son. Matt. xi. 27. <i>all things are delivered unto me of my Father; and no man knoweth the Son but the Father, neither knoweth any man the Father, save the Son, and he to whomsoever the Son will reveal him.</i> Col. iii. 16. <i>let the word of Christ dwell in you richly in all wisdom.</i></p>

<p>And by the Holy Spirit. John xvi. 13. <i>when he, the Spirit of truth, is come, he will guide you into all truth, for he shall not speak of himself.</i> 1 Cor. ii. 10, &c. <i>God hath revealed them unto us by his Spirit.... the natural man receiveth not the things of the Spirit of God; for they are foolishness unto him; neither can he know them, because they are spiritually discerned: but he that is spiritual judgeth all things, yet he himself is judged of no man.</i> 1 John ii. 20, 27. <i>ye have an unction from the Holy One, and ye know all things....the anointing which ye have received of him abideth in you, and ye need not that any man teach you; but as the same anointing teacheth you of all things, and is truth, and is no lie, and even as it hath taught you, ye shall abide in him.</i></p>

<p>Necessary to salvation. 1 Cor. ii. 12. <i>that we might know the things that are freely given to us of God.</i> Tit. i. 1, 2. <i>the acknowledging of the truth which is after godliness, in hope of eternal life.</i></p>

<p>In the present life, however, we can only attain to an imperfect comprehension of spiritual things. 1 Cor. xiii. 9. <i>we know in part.</i></p>

<p>The other effect is love or charity, arising from a sense of the divine love shed abroad in the hearts of the regenerate by the Spirit, whereby those who are planted in Christ being influenced, become dead to sin, and alive again unto God, and bring forth good works spontaneously and</p>"
426,"```html
<p>363</p>

<p><small>FREELY.</small> This is also called <small>HOLINESS.</small> Eph. i. 4. <i>that we should be holy and without blame before him in love.</i></p>

<p>The love here intended is not brotherly love, which belongs to another place; nor even the ordinary affection which we bear to God, but one resulting from a consciousness and lively sense of the love wherewith he has loved us, and which in theology is reckoned the third after faith and hope. 1 Cor. xiii. 13. <i>now abideth faith, hope, charity, these three; but the greatest of these is charity.</i> This is the offspring, as it were, of faith, and the parent of good works. Gal. v. 6. <i>faith which worketh by love.</i> It is described 1 Cor. xiii. and 1 John iv. 16. <i>we have known and believed the love that God hath to us: God is love, and he that dwelleth in love dwelleth in God, and God in him.</i></p>

<p><small>SHED BY THE SPIRIT.</small> Ezek. xxxvi. 27. <i>I will put my Spirit within you, and cause you to walk in my statutes.</i> Rom. v. 5. <i>hope maketh not ashamed, because the love of God is shed abroad in our hearts by the Holy Ghost which is given unto us.</i> Gal. v. 22. <i>the fruit of the Spirit is love.</i></p>

<p><small>WHO ARE PLANTED IN CHRIST.</small> John xv. 4, 5. <i>abide in me, and I in you: as the branch cannot bear fruit of itself, except it abide in the vine, no more can ye, except ye abide in me: I am the vine, ye are the branches; he that abideth in me, and I in him, the same bringeth forth much fruit: for without me ye can do nothing.</i> Eph. iii. 17, &amp;c. <i>that Christ may dwell in your hearts by faith, that ye being rooted and grounded in love,</i> &amp;c.</p>

<p><small>DEAD UNTO SIN.</small> Rom. vi. 22. <i>but now being made free from sin, and become servants to God, ye have your fruit unto holiness.</i> 1 Pet. ii. 24. <i>that we, being dead to sins, should live unto righteousness.</i></p>

<p><small>ALIVE AGAIN UNTO GOD.</small> Rom. vi. 12, 13. <i>yield yourselves unto God, as those that are alive from the dead.</i></p>
```"
